pubkey: 7BACsXdze3FporEnXEbuSHStPPQ58tpZuWb7jgsUYmV | owner: Fa7LNzj3SCV364hya9dx9evL29pC1awx24iHeCEwX6vU | ts: 2026-09-11T08:05:43.000Z | dep: $326.03 | bor: $28622.82 | LTV: 87.7916 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 7vs764CGqg5SnmgUY2NGC8GNvPYWCkGYm6od82W7MaDt | owner: DQeSkMmDDh57mPbhpX1HcJnwXbg5AjXGbxZkG6UrTQNt | ts: 2026-09-10T23:32:29.000Z | dep: $3304.94 | bor: $28622.33 | LTV: 8.6605 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: 89reg5scvV8XuoeC5HkYm5HDAYbZ5wFq7wSsrHeLqSwj | owner: 2YFhWP9aczaPeAEbanww1PiYvgosN7fYpQMQv7xEdJ9k | ts: 2026-09-08T10:45:54.000Z | dep: $15077.27 | bor: $28617.49 | LTV: 1.8981 | liqThresh: 0.5000 | elevationGroup: 0
pubkey: 8FDGfsBBQqtQvEXmpai6mHeDT8wgmy6e1qy5uBfxE2ed | owner: 294j6TShRLhY75V1kfuvtUqxKwq2AEP7PwC2UziQZ6xa | ts: 2026-09-02T15:41:17.000Z | dep: $15453.08 | bor: $28610.82 | LTV: 1.8515 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: 8FuDB2korkfxm68wbxRSZMFKwUbf9yWo2gcDcbCLz3ro | owner: BEArnqX1wLrUNaE2mMDfmRmXo3iPMf8NphLb357mESyp | ts: 2026-09-08T16:24:09.000Z | dep: $22.05 | bor: $28619.15 | LTV: 1297.8760 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: 8KfWBrAWaUehWfXHAQqB75Pf3tMm3KZFXm7WpgzurkyB | owner: 7PZvWkzKm8p7Upm8Mk9JrdgYqoj2HDP6ec9iWERwFVT | ts: 2026-08-31T22:28:58.000Z | dep: $372.31 | bor: $28608.44 | LTV: 76.8396 | liqThresh: 0.7200 | elevationGroup: 0
pubkey: 8KyMu1VcKEQvQ6JwahiK8rmAJpVvfUxTwypq6MVNpn8q | owner: GdXdGtkQwAkywJMpjVQPMzquS2koDD1YpAxtoMrF5hVW | ts: 2026-09-08T15:10:04.000Z | dep: $5873.74 | bor: $28472.00 | LTV: 4.8473 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: 8PKH6xDv9oFZDKFQFoBp7wYXxgvXcoxGPtdBWsew3nHE | owner: HWamRTjdr74Kk7TqQz9UCjvuC9Z5ezkFr4yjRyUhckki | ts: 2026-08-26T12:44:16.000Z | dep: $1577.23 | bor: $28600.97 | LTV: 18.1337 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: 8PSoZ9StpGSw4yfgbsGRzcYmkgNKoHShaFeLzkqgzvYi | owner: HhdNkxXhGU3JwF5Q6kC9LtK7kgm3FnYNVv57VPjyUDLo | ts: 2026-08-31T12:43:11.000Z | dep: $262956.51 | bor: $28607.88 | LTV: 0.1088 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 8Q8NcgqBb8hqwPp979YL66fr1VrjJYoz5ZDZrGoQYeWo | owner: CveXgpCmEVwoTKx43GyxsDKPZ91yo1jeCVMizX2SyohB | ts: 2026-09-12T01:06:15.000Z | dep: $62491.14 | bor: $28466.25 | LTV: 0.4555 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 8Tv2Ay1RaZaujzCTo1A9TKsnuxQ9n3aD2Y6e2NzDDuEh | owner: 9jQtoSTgFGWMbNpM4X3W1rDqcneML4KkCVPMmBmyoGph | ts: 2026-09-09T05:32:20.000Z | dep: $2812.93 | bor: $28619.91 | LTV: 10.1744 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: 8UzDq86nWtm1DSNRDKty7JCaaJosLgpg4HDTQP1y2vzj | owner: 73B2EN83PNufv5gC72fHVXEztpHGQjDutPuiJ7tyStAj | ts: 2026-09-12T10:01:17.000Z | dep: $5365.30 | bor: $28624.31 | LTV: 5.3351 | liqThresh: 0.7000 | elevationGroup: 0
pubkey: 8kfm77XZFPxVcgpyNHhmqtQP57prDQBMGvt5eLP23eZD | owner: 7SFj52L5KWpd5nvHTQo9K9WsTnZQgacjSAnbTqJEHiyq | ts: 2026-09-15T01:32:11.000Z | dep: $3254.18 | bor: $28616.89 | LTV: 8.7939 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 8mxC9hDz3DiYqPa7a9UCQVEhZZ52SCw2aokHP3abJmT4 | owner: DPN9XyFdUwUuhdSZG3RvKSsXuutVoJe3ecq1zX3f1o56 | ts: 2026-09-15T15:49:00.000Z | dep: $91.08 | bor: $28629.20 | LTV: 314.3270 | liqThresh: 0.8000 | elevationGroup: 0
pubkey: 8ppqqxc7PormqwDFoKnFYpUoffh9Z6zkdnvL2MgWyguz | owner: DM1Z9GsaUmysgL3NtLHDBjNfKT9x9ePjcqG5k6xZ4g7D | ts: 2026-08-28T19:10:01.000Z | dep: $635.35 | bor: $28373.12 | LTV: 44.6574 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: 8sB1zfCM2dFM6m7LnSxUZaL7ANzkV7BkTB9HPi6ghmNY | owner: CaP9Y5q5ZFBwSceXH58sq3M6eKRUJM1qLoSGcvvRWkS6 | ts: 2026-09-12T09:00:53.000Z | dep: $61.77 | bor: $28624.25 | LTV: 463.4286 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 8sfF6MYsx7UXxCUEHHonBL9icydJ3kh7X3Sst2s51XKk | owner: 5YKe5QyyfkLGGCmnEk9xkLT7RVhMYWHSAXpv7t3oCMsV | ts: 2026-08-25T20:15:02.000Z | dep: $2318.27 | bor: $28600.02 | LTV: 12.3368 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: 91z8JojxLeijwXeGcPJ99nzroQn7bWyB7Dk1xdCCN3hD | owner: DpvX9NTUmBXCyXdvRgjdwFb4Jqf2VZ7yujMdssBTHeoJ | ts: 2026-08-28T17:52:47.000Z | dep: $4362.57 | bor: $28602.66 | LTV: 6.5564 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 91zwXCBr6kUuSXEMXe2BHcxR1wtCjLHS4y1vfEmzzyPD | owner: 2ydffg7Axd1GZXratpXoJ7rZj2WoYChRpxabYwetjVJk | ts: 2026-09-07T14:59:03.000Z | dep: $342.03 | bor: $28617.69 | LTV: 83.6706 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 92j4wfwuXAxRUQdwZXvbQ7pEVvE1pup4ViC3eVTKSHkz | owner: 7YzDYtD6yrGwV13n8uAnuxuHDqWGMAxFZ6kDerQ5fLWG | ts: 2026-09-11T01:02:43.000Z | dep: $120.17 | bor: $28621.38 | LTV: 238.1743 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: 92oEYnMV9LGJyRsU8oouGexZtF8uQM2Fffpv5cGbDuzP | owner: 3FgkwkVGoBEf7xRbZGZ4hEFwCWQFrPzHLf1BKXRf5gtZ | ts: 2026-09-03T23:10:05.000Z | dep: $151.34 | bor: $28576.25 | LTV: 188.8253 | liqThresh: 0.5000 | elevationGroup: 0
pubkey: 92xHfs7PFpAPyuncJesXhvFLGapxaqc5YGGrBCX5UyEM | owner: 83aQChFvv7rzaFSwqvHDJWJF4ftzCen7MeP5ZpSXSDuV | ts: 2026-08-31T15:50:23.000Z | dep: $602.82 | bor: $28608.06 | LTV: 47.4574 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: 93Pe5jjp7WaUwbVvZUC2XZu7oUGLLHRiw4wha44qFX9w | owner: 9aKhQpUi2JshaR1gamxWbcEgLzxTCK9j1Hcum7LQjPXE | ts: 2026-08-21T11:16:54.000Z | dep: $5508.18 | bor: $28466.96 | LTV: 5.1681 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: 949TZBgNJ2GaUeyujrZhALmN51rrd3toC9rp5eLAH4Vw | owner: 5NhjGvx6sJezNgk6xQBg5uuuqg3KHsqrsyDtSzW3WJzt | ts: 2026-08-28T03:11:54.000Z | dep: $182.10 | bor: $28603.19 | LTV: 157.0708 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: 94hfJAkfs8NYqbJs5Xiz9NjZAeXwDGg5brK6CPatKQQ9 | owner: 6YkJARj8bq8qrDoYmfH3X1gnvsuJVaryg1qk36tFL6Pi | ts: 2026-09-02T20:28:24.000Z | dep: $1690.23 | bor: $28611.09 | LTV: 16.9273 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: 9EVx8ydUPULiG77HzBPYYFfYhacVaxS4QcSVB5koVw8N | owner: QLubHun8hxbMco87jeVjcgTmbyBvingGUvvUx2dE72Z | ts: 2026-09-11T15:43:41.000Z | dep: $3395.76 | bor: $202141.77 | LTV: 59.5277 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 9EhT3ts4tEZcqQo2UWaku5RRor81dm9Hy9zpHmSpCooo | owner: 55uxDcXEaUjwit2Mv3EoNrtaGqTTUaUCvXpABpkoUUoE | ts: 2026-09-13T15:44:56.000Z | dep: $220.08 | bor: $28565.12 | LTV: 129.7957 | liqThresh: 0.5000 | elevationGroup: 0
pubkey: 9GDxvengnfmVPKjynPq1vsFePqde233rjeqrPhybMVBC | owner: E3pDULvn2kTngGk5kJ7nzpQQRsDDc6Vwu1NieZ79VL7 | ts: 2026-08-26T20:14:30.000Z | dep: $928.04 | bor: $28601.40 | LTV: 30.8191 | liqThresh: 0.7000 | elevationGroup: 0
pubkey: 9HhawAKTVRSNiTcAQQLX7uiz6A1iDMVtZFaoqdvXRbpx | owner: 772trzi7Yv4AdRD5A17aAsTgRLBBWwW6m6Hs2W42d53w | ts: 2026-09-08T13:25:03.000Z | dep: $8342.17 | bor: $28618.98 | LTV: 3.4306 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 9J6gM9CUwwxENiHAtM6WVqTfknz31o3iqupmBi3qdv3S | owner: FuMrS4AmffLkscRNT153xkcKv1nVcHBDTefHL8xxVmWD | ts: 2026-08-28T16:59:36.000Z | dep: $2265.35 | bor: $28559.48 | LTV: 12.6071 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 9Lb8KfVnN89tCTGd7FxrrSrQKcT9VTfaRSABfGwMpHoS | owner: Dcjwtx5wYdGE8Tms89JqaZyS67f13riqqebTazNEZ4ob | ts: 2026-08-24T07:29:28.000Z | dep: $5868.28 | bor: $28379.40 | LTV: 4.8361 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: 9LsbmcjtYz61kpePctk31UwVEjC7UE1a13mHHqtupp15 | owner: 6Rdo3WFMJYMwYuLV8QsBw9o3JbUXpj7Egb3kxhFD3ySG | ts: 2026-08-28T07:10:53.000Z | dep: $15291.62 | bor: $217804.33 | LTV: 14.2434 | liqThresh: 0.9000 | elevationGroup: 0
pubkey: 9MUSW98io6mq3rZrJtpHHZEkfBPn6N5pBYyGsgC66VXA | owner: 8u8s3SqhbSGqNGfJeWC7ahv9rHqoNQPp1sJ3AfBe2ubK | ts: 2026-08-26T14:36:22.000Z | dep: $8561.81 | bor: $28570.25 | LTV: 3.3369 | liqThresh: 0.5000 | elevationGroup: 0
pubkey: 9UB92MGd7ct3nDppHDHvV7Dz5cyAxbR6n5jpQNAU1KJP | owner: 6TKT53jEKGgQjqDos2UJLwdXhzJ2PVHyUahVuaCVPndx | ts: 2026-09-05T11:20:22.000Z | dep: $310.97 | bor: $28614.71 | LTV: 92.0168 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: 9UTNicfJYe6CfdSXFcr34cUWGzXfzxBd2doPXvMMbq9u | owner: Abaqj8ivq6Uoinc9CQiiZ9GQNDB2RFSWqhpJKf9mN6Gu | ts: 2026-09-16T00:02:59.000Z | dep: $92.19 | bor: $28519.10 | LTV: 309.3545 | liqThresh: 0.5000 | elevationGroup: 0
pubkey: 9VvYFTpMbWH11o6APPQVKwBLCAHCoPVhPonyRCDaBDPJ | owner: 3D3K84bJmhTTBcWYCVtGV2brdDCoSbEfkZxNcZAsjRLS | ts: 2026-08-27T13:40:08.000Z | dep: $669.52 | bor: $28602.41 | LTV: 42.7205 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: 9WKmtiyppLx8i8pALARCTCKvq6MLzEVDZi6VGM6vjyXJ | owner: appmKSwcbyrXkc8pjuCsux5VspLkU68BAcrdVun5hCi | ts: 2026-09-09T16:06:10.000Z | dep: $82.11 | bor: $28491.96 | LTV: 347.0111 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 9Z4Q2j95KzEyHr3r8bZQvy4Zmh3FAq2GyfsdRWHVHrZv | owner: Coi4bFZQj5veHKo9WZ74CMN2BW6TDxXMuKG14ozkTkYe | ts: 2026-08-26T21:31:12.000Z | dep: $4069.36 | bor: $28543.13 | LTV: 7.0142 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: 9b7p43RzfoRkxPoavjKZEYFMTNPMYxSnTd7cvWyb85Bu | owner: GA6qni5y6K9cJF69AJk6yQufcDiBz8n3sz38aHuryryW | ts: 2026-09-02T21:11:07.000Z | dep: $1167.69 | bor: $28559.36 | LTV: 24.4579 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 9crvB9cHGGSXtwHWnQPF6DMR8oTK49DcXPhKbknXDEWv | owner: CQcNHLMfdovSpuoCcvvAztXDVxq9gR5ekuXyzakvnzRM | ts: 2026-08-27T21:40:41.000Z | dep: $14.95 | bor: $28597.04 | LTV: 1912.4518 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: 9d8k3Bw8Q1R8iFffzTDgqiVuVo5ZziQY87Rf9zWYtiRv | owner: 2X2Zs87ms5sry3ZepJrKiKXBKtudg5xMcp2a87nbyfmX | ts: 2026-09-12T06:32:33.000Z | dep: $698.59 | bor: $28600.67 | LTV: 40.9404 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 9ecU8bw57tv2YYn6vZWi2q1L9BhZcyjx1Lq1pdRM2oWg | owner: 5U4vKRZH4cvsovLeE2XzgGUgCXh69LuWNYv7sYbZENR8 | ts: 2026-09-15T17:16:57.000Z | dep: $964.67 | bor: $28454.75 | LTV: 29.4968 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: 9iUsG1vodm9Bvd5cyBDTxFC4Dva5RtGK83XYmRAC7jEi | owner: 6feXTEGWFCegwEBPuXRaH4h2Gmee9BTzVRNvvLycHi1V | ts: 2026-08-21T14:21:24.000Z | dep: $1428.71 | bor: $28381.16 | LTV: 19.8649 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: 9jExmswJ45XB4kQsTRf6avRzPiRASTco2VUPWzMaiHoJ | owner: 4FJxmfnNk26exQEW7LSxUJYAq1XDieHKHJe8ZD3h9615 | ts: 2026-08-22T11:46:37.000Z | dep: $7984.46 | bor: $28595.39 | LTV: 3.5814 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: 9kdH6fwuGNAcJ1U2LxRT4wttPGVokoJiZ48C636GhDWH | owner: 2N1YUBQyp6sUPn6gBooevCVTFHtEQQWnwfUemkZFEGNY | ts: 2026-09-10T06:10:57.000Z | dep: $35.12 | bor: $216773.71 | LTV: 6172.8298 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: 9p4kyQatTRUXq27b6BW5A5eyeDNLSDFctP7jDXXJ8NHw | owner: 9tsWi77LtEHs87jPBsBVAsjLm99QpsrtV7UHkH5tx7Rd | ts: 2026-09-08T14:27:15.000Z | dep: $6828.59 | bor: $28619.04 | LTV: 4.1911 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: 9y6UvbRjFYYppsBPXMSSnoYm87q8BYhdJPMAjnGbp2D7 | owner: GQgxqKCEoGKweMn35mbpbMTjJuoHqAH9MFcTeUgkMGnc | ts: 2026-09-04T09:21:43.000Z | dep: $52476.07 | bor: $28613.22 | LTV: 0.5453 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 9zsYopXsocTeSoZEmA8sZa9hqkcJW8egZGPWfVrEZsLA | owner: BKUMo2FW3Uav8hiSaf3iqQDYvcswaxYZQ94kDkni3o4T | ts: 2026-09-14T14:44:39.000Z | dep: $2404.69 | bor: $28627.35 | LTV: 11.9048 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: 9zxmB9b7Fj4Ui2538p591V46WLpbkbe7jUQxSKdmig3F | owner: GNTVBjAhfEsiKBQrg67knnDicXMR8J2Y9rJxQMALjMT3 | ts: 2026-08-21T11:45:16.000Z | dep: $4056.75 | bor: $28594.00 | LTV: 7.0485 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: A2PQAuj7YF8yeWmb8MyEgjjw9EzDX8XDL6ciazcWqUFW | owner: 73opLCoympaPEpgWnK1cRmMuzzQUxmsJ7jhE6jfjbVHj | ts: 2026-09-07T11:01:24.000Z | dep: $5061.04 | bor: $28617.46 | LTV: 5.6545 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: A34oAdXwmsxiaG6NmySKFssU4DYBSQkxjq28ffc9VkB7 | owner: 5p7x3z4CkKvr5ZXdymaqRagDhSvzebeRhkfooyRczbZQ | ts: 2026-09-11T06:08:43.000Z | dep: $5467.95 | bor: $28481.87 | LTV: 5.2089 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: AEVoyHcbMWfMom9Y8GwwkL1eYi5CUd49y69ka1qg3oMM | owner: Fyua3AJpP3RYZGrkXKecLtc3ZeQSi3fteBjZYBaSusZz | ts: 2026-08-25T19:21:26.000Z | dep: $449.76 | bor: $28571.01 | LTV: 63.5249 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: AJT4vZJucpCiGu1u9mAsMLqPSNZTCPA2gPxwbwCfRrcv | owner: AJ8QqNuDaTnZPzuCnKNKFCUaYe4jMMVc4mdvbDwjjw9y | ts: 2026-09-14T14:46:38.000Z | dep: $96.96 | bor: $28612.49 | LTV: 295.0971 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: AMTdBRpGb46YQPd6U2KjNDAPMKzFVjVTq9SyTZcTWtpP | owner: EbRd1SyzdAEBgyL6SeX5j3oQG4Py6rMESR7hzLg3vvsS | ts: 2026-09-15T17:36:25.000Z | dep: $701.43 | bor: $28628.90 | LTV: 40.8149 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: AT6KvB4Q8nuvzD5t6nkruMNj2MSUPHC9Ca4dTwJQ9NJK | owner: 6RQtipBTfZiVjFRFxvshTqza1w4qiJbRVHk78UEMki9Z | ts: 2026-09-14T11:46:51.000Z | dep: $49.72 | bor: $28627.18 | LTV: 575.7375 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: AU3TzuWYkNdND5wW3HPRkN4D83eMfGJ3e4odutoDFJNp | owner: GfB6bNrSCSKrD9PQ6p9NB3zqH77HFwpp3R1RwyuQmtuT | ts: 2026-09-05T10:43:28.000Z | dep: $10.70 | bor: $28614.68 | LTV: 2674.1428 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: AWgiGumJ2d45jeAcRiAUD5Xqg6846heeLfn4gmJGNnZW | owner: 388pjPbFaTFpCgqn6bawe5jQ1s5bQEb7YqtDsmBTFeU9 | ts: 2026-09-03T16:22:52.000Z | dep: $5027.02 | bor: $28612.24 | LTV: 5.6917 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: AYhKtYsfMVaERxPtsvqURseWX3Jngs5DEGbH13de7GmN | owner: 5q1EibuXLiUBBXGWjVMKuomNwo3w4NEgMU9oZQrEemGp | ts: 2026-09-11T11:26:49.000Z | dep: $1445.69 | bor: $28613.35 | LTV: 19.7921 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: AcPEL753em7Vc5U9D56uKWvKitBidZzmjLR85PBqxaRW | owner: 2QMNsPYpNupG7URK1RATVsZp8RKH6oxVGRvpnVPiD9Zt | ts: 2026-09-09T20:35:46.000Z | dep: $18024.62 | bor: $28620.77 | LTV: 1.5879 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: AenKGNMsMGCqfYin3nw6MVNyDpAdxq66JRTeN3zCvVUK | owner: 4YQDmoETprvHa5BW9aigAWyuziyGdSQtgjEjGgYiXH69 | ts: 2026-09-03T14:54:10.000Z | dep: $4390.22 | bor: $28612.15 | LTV: 6.5172 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: Af5YmEPDymKizbPL5nS33sw3pXXRuiPtvM2ec3HMcqCQ | owner: ErGi375Qr36Z53oL46HktAQ3uFB1WcFnMtU7YRDPP3m9 | ts: 2026-09-16T00:02:25.000Z | dep: $35.15 | bor: $28629.27 | LTV: 814.3943 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: Afc2vs59saDriypaUXhmg4DPm9xtqC4M2n637KYTW9nU | owner: LyRbxLU96dnsVu2FV5YEcHHd6fW99p34Vf66RWGWXyH | ts: 2026-09-09T02:17:31.000Z | dep: $408.89 | bor: $28516.15 | LTV: 69.7410 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: AgT21YrMGqZGy9NFeCZ8Zs1rLgDCp3huHm3zqsxNEWqi | owner: 4kfunezu9GhZPsUEJNGEsMydi3QRk2aKJPy21vgqF1Pf | ts: 2026-09-05T01:28:49.000Z | dep: $1576.28 | bor: $28379.11 | LTV: 18.0038 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: AjNvswNBNHbrYYVPKH2HXsDLW2YGaL9Sj6gBUFwxxFbY | owner: 3Y8t7JD6m37XMomGkM7kAwWEmmgoQEvYQtnTbE5ZpibQ | ts: 2026-08-29T13:47:07.000Z | dep: $392.36 | bor: $28605.18 | LTV: 72.9061 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: AmGqcoG9EiYpjGJh5hrswsDPQtQq1AyaBYE1jGaqPHYU | owner: Frq9C8SXGBEoez5KaDcnFw4P6FaZEFhfT6UfLSWyYoC6 | ts: 2026-09-09T17:43:50.000Z | dep: $15.02 | bor: $28561.02 | LTV: 1901.5762 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: AmN4drQEecxAwXp6ooc97unqvNeULNzrjc6464K9Rxcm | owner: 9bKYaFQ33TxFsbsprzxvK5uVLPJPJrPTFmSbkYvEZoRb | ts: 2026-09-15T18:34:47.000Z | dep: $3933.74 | bor: $28628.95 | LTV: 7.2778 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: AodVegaZhbwhBvWXGiBM2Sc3ayCAjS6Z3UYHQ95rtys6 | owner: aU15N7gNocRwqXdZ83WaCPfM9bHUnhpmKW4qenLMLgK | ts: 2026-08-30T08:01:20.000Z | dep: $171.70 | bor: $28606.23 | LTV: 166.6019 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: AuCrHWU7W7d2tcDCew5DdHQKrnFYE6SBUVpBCS9PhRt8 | owner: Hjo7EBsF9THyJ5LY8Wp5WN5Swcsei3oNRExpEjToMCee | ts: 2026-09-11T09:18:41.000Z | dep: $806.73 | bor: $28622.89 | LTV: 35.4802 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: B2HpYUJ3rdmFDdU8FTwsoenGmEfZYLKqvx7fn5sJegqN | owner: 9PAQFBL9jmQiCn3moriM46x1TprLzhU2m552Ke69saxj | ts: 2026-09-14T04:07:46.000Z | dep: $1606.90 | bor: $28626.74 | LTV: 17.8149 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: B31ekMJ5VrKwoMA3mBobfFsku3sjA3vDmQskoHeG37E1 | owner: 5Ebj8fmkeANBMKvfWsJZocY3WskHZvB5uZVkgYaiBwRJ | ts: 2026-08-22T18:07:33.000Z | dep: $1107.01 | bor: $28595.75 | LTV: 25.8315 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: B4AiGPFUYHpQwaC7QY5t1CvL3aYRVpiXfUyHsZnqHZTS | owner: Hg63EiabbciuGqRTH3YzwCcXiAS5sAMoBVJ2XqnwowKA | ts: 2026-09-07T10:09:00.000Z | dep: $37416.67 | bor: $28617.41 | LTV: 0.7648 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: B4MzjyERSFCB7ah9rPaCF9LiEgbtHrvDBREs7FPszLfq | owner: 8rQ5NwTiFhmD9vjG62UuREpAtFVhuxqrMhLok9TZXARd | ts: 2026-09-09T10:23:15.000Z | dep: $39042.12 | bor: $28620.19 | LTV: 0.7331 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: B6puikrHsb1jhi7kEnzys9MxB24F5QBGoBJjW23uCzCb | owner: C1qfodF2P65Unq85NBfmB5YjTEFRvxPN1z9cjkGRygzL | ts: 2026-08-30T05:26:14.000Z | dep: $493.71 | bor: $28606.08 | LTV: 57.9405 | liqThresh: 0.7500 | elevationGroup: 0
pubkey: B9DEhL9sviCFTdSN64mAJMvSaE4cH5LuEPGrbwZRtwym | owner: 2mBwC2Jw6448oteUvXUQ18oKzuNE7LvEDcPcu1oRmug8 | ts: 2026-09-10T18:08:45.000Z | dep: $2625.50 | bor: $28622.01 | LTV: 10.9016 | liqThresh: 0.5000 | elevationGroup: 0
pubkey: BCHS9KjgREgvjZPS4fpZgWJcuu3RftHdhVcnWUkZmADN | owner: E6n2caPiVEn49zPYjSoBxsZzrb3CuSQrkiHTXvR8c4kp | ts: 2026-09-16T00:06:32.000Z | dep: $493.48 | bor: $28627.25 | LTV: 58.0104 | liqThresh: 0.5000 | elevationGroup: 0
pubkey: BFZebvoZDq57XT6FnUtstkFdYUGhUe1viRX635vpGN8o | owner: 6N2EE69KeacTWDkN9xUutbZoJzQ8RrqbeF6nY9i2kRFy | ts: 2026-09-13T14:23:53.000Z | dep: $68929.07 | bor: $28616.06 | LTV: 0.4152 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: BM6Pg3Lz8KyjKFYZkSRSukzc88oMZ72zEPiJRByXaqTC | owner: 35msMW1c7TrgyRQefWhforgULNkMFk32FyScoHR3aeMa | ts: 2026-09-15T19:57:05.000Z | dep: $8963.79 | bor: $28628.91 | LTV: 3.1938 | liqThresh: 0.5000 | elevationGroup: 0
pubkey: BNcrLmpsHyjsX6MQKXU5QZ54d5WEh6uzdhGEwzP8BkJa | owner: 8Z2DUUPQnzkAhPNmKFXHLHvWt3bx1wKpeinehs549us2 | ts: 2026-09-15T06:46:53.000Z | dep: $5234.80 | bor: $28626.51 | LTV: 5.4685 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: BPNnN7xvUtaaLJZemYvrTkVZN9n6isCevFvawJt6tQ3t | owner: 5LqwctB6nuGPa4zBYNo3m5NjSW5FZbMV27M3VjNe7rse | ts: 2026-09-03T10:28:41.000Z | dep: $3664.97 | bor: $28611.90 | LTV: 7.8069 | liqThresh: 0.4000 | elevationGroup: 0
pubkey: BSdinjcTNoDBXKieH7m7Ei6Y82hpnApsoSw6MZNBat6S | owner: CiuXfUo8DeCv5Tbj5MV8SH47auS9iE8uir4LaLTus171 | ts: 2026-08-31T07:37:53.000Z | dep: $3623.61 | bor: $28580.38 | LTV: 7.8873 | liqThresh: 0.6500 | elevationGroup: 0
pubkey: BWN345UZKk421JdUn5DDUPCJpcCR3RM2HP2LrTSSPXHA | owner: BjtzcNKgX7Xzi1sev15LVrMx5FrCCK3KDCzaqtSvz7kb | ts: 2026-08-28T18:56:12.000Z | dep: $2927.62 | bor: $28453.55 | LTV: 9.7190 | liqThresh: 0.7200 | elevationGroup: 0
pubkey: BY9gXa3XmwDkF4fnq1fjpuZi3ntK9an6Ax3PgMKn71n8 | owner: J7ajqFMXnSMcHscBpp2K97VsffZsHpbedQXMi7XsCagG | ts: 2026-09-15T14:17:40.000Z | dep: $5362.98 | bor: $28628.71 | LTV: 5.3382 | liqThresh: 0.4000 | elevationGroup: 0
